club_name,transfer_movement,fee_cleaned,league_name,year,season,country
FC Metz,in,3.5,Ligue 1,2020,2020/2021,France
FC Metz,in,3.0,Ligue 1,2020,2020/2021,France
FC Metz,in,2.0,Ligue 1,2020,2020/2021,France
FC Metz,in,1.0,Ligue 1,2020,2020/2021,France
FC Metz,in,0.7,Ligue 1,2020,2020/2021,France
FC Metz,in,0.0,Ligue 1,2020,2020/2021,France
Dijon FCO,in,4.0,Ligue 1,2020,2020/2021,France
Dijon FCO,in,3.4,Ligue 1,2020,2020/2021,France
Dijon FCO,in,3.0,Ligue 1,2020,2020/2021,France
Dijon FCO,in,2.4,Ligue 1,2020,2020/2021,France
Dijon FCO,in,2.0,Ligue 1,2020,2020/2021,France
Dijon FCO,in,1.0,Ligue 1,2020,2020/2021,France
Dijon FCO,in,0.0,Ligue 1,2020,2020/2021,France
AS Saint-Étienne,in,4.5,Ligue 1,2020,2020/2021,France
AS Saint-Étienne,in,0.0,Ligue 1,2020,2020/2021,France
AS Saint-Étienne,in,0.0,Ligue 1,2020,2020/2021,France
Nîmes Olympique,in,3.0,Ligue 1,2020,2020/2021,France
Nîmes Olympique,in,2.9,Ligue 1,2020,2020/2021,France
Nîmes Olympique,in,1.5,Ligue 1,2020,2020/2021,France
Nîmes Olympique,in,1.5,Ligue 1,2020,2020/2021,France
Nîmes Olympique,in,1.0,Ligue 1,2020,2020/2021,France
Nîmes Olympique,in,1.0,Ligue 1,2020,2020/2021,France
Nîmes Olympique,in,0.35,Ligue 1,2020,2020/2021,France
FC Lorient,in,9.0,Ligue 1,2020,2020/2021,France
FC Lorient,in,8.0,Ligue 1,2020,2020/2021,France
FC Lorient,in,3.0,Ligue 1,2020,2020/2021,France
FC Lorient,in,2.5,Ligue 1,2020,2020/2021,France
FC Lorient,in,2.0,Ligue 1,2020,2020/2021,France
FC Lorient,in,2.0,Ligue 1,2020,2020/2021,France
FC Lorient,in,0.0,Ligue 1,2020,2020/2021,France
FC Lorient,in,0.0,Ligue 1,2020,2020/2021,France
FC Lorient,in,0.0,Ligue 1,2020,2020/2021,France
RC Lens,in,8.5,Ligue 1,2020,2020/2021,France
RC Lens,in,6.0,Ligue 1,2020,2020/2021,France
RC Lens,in,3.5,Ligue 1,2020,2020/2021,France
RC Lens,in,1.0,Ligue 1,2020,2020/2021,France
RC Lens,in,0.0,Ligue 1,2020,2020/2021,France
RC Lens,in,0.0,Ligue 1,2020,2020/2021,France
Olympique Marseille,in,3.93,Ligue 1,2020,2020/2021,France
Olympique Marseille,in,0.49,Ligue 1,2020,2020/2021,France
Olympique Lyon,in,0.0,Ligue 1,2020,2020/2021,France
AS Monaco,in,16.7,Ligue 1,2020,2020/2021,France
FC Metz,in,0.0,Ligue 1,2020,2020/2021,France
AS Saint-Étienne,in,0.7,Ligue 1,2020,2020/2021,France
AS Saint-Étienne,in,0.4,Ligue 1,2020,2020/2021,France
AS Saint-Étienne,in,0.0,Ligue 1,2020,2020/2021,France
LOSC Lille,in,7.0,Ligue 1,2021,2021/2022,France
LOSC Lille,in,6.0,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,in,66.5,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,in,16.0,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,in,7.0,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,in,0.0,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,in,0.0,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,in,0.0,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,in,0.0,Ligue 1,2021,2021/2022,France
AS Monaco,in,17.0,Ligue 1,2021,2021/2022,France
AS Monaco,in,11.0,Ligue 1,2021,2021/2022,France
AS Monaco,in,6.5,Ligue 1,2021,2021/2022,France
Olympique Lyon,in,6.0,Ligue 1,2021,2021/2022,France
Olympique Lyon,in,0.5,Ligue 1,2021,2021/2022,France
Olympique Lyon,in,0.0,Ligue 1,2021,2021/2022,France
Olympique Lyon,in,0.0,Ligue 1,2021,2021/2022,France
Olympique Marseille,in,20.0,Ligue 1,2021,2021/2022,France
Olympique Marseille,in,11.0,Ligue 1,2021,2021/2022,France
Olympique Marseille,in,6.5,Ligue 1,2021,2021/2022,France
Olympique Marseille,in,4.5,Ligue 1,2021,2021/2022,France
Olympique Marseille,in,3.0,Ligue 1,2021,2021/2022,France
Olympique Marseille,in,0.72,Ligue 1,2021,2021/2022,France
Olympique Marseille,in,0.5,Ligue 1,2021,2021/2022,France
Olympique Marseille,in,0.4,Ligue 1,2021,2021/2022,France
Olympique Marseille,in,0.0,Ligue 1,2021,2021/2022,France
Stade Rennais FC,in,17.0,Ligue 1,2021,2021/2022,France
Stade Rennais FC,in,15.0,Ligue 1,2021,2021/2022,France
Stade Rennais FC,in,15.0,Ligue 1,2021,2021/2022,France
Stade Rennais FC,in,14.0,Ligue 1,2021,2021/2022,France
Stade Rennais FC,in,12.0,Ligue 1,2021,2021/2022,France
Stade Rennais FC,in,3.5,Ligue 1,2021,2021/2022,France
Stade Rennais FC,in,3.0,Ligue 1,2021,2021/2022,France
RC Lens,in,5.5,Ligue 1,2021,2021/2022,France
RC Lens,in,5.0,Ligue 1,2021,2021/2022,France
RC Lens,in,2.3,Ligue 1,2021,2021/2022,France
RC Lens,in,1.8,Ligue 1,2021,2021/2022,France
RC Lens,in,1.5,Ligue 1,2021,2021/2022,France
RC Lens,in,0.0,Ligue 1,2021,2021/2022,France
RC Lens,in,0.0,Ligue 1,2021,2021/2022,France
Montpellier HSC,in,0.2,Ligue 1,2021,2021/2022,France
Montpellier HSC,in,0.0,Ligue 1,2021,2021/2022,France
Montpellier HSC,in,0.0,Ligue 1,2021,2021/2022,France
Montpellier HSC,in,0.0,Ligue 1,2021,2021/2022,France
OGC Nice,in,15.0,Ligue 1,2021,2021/2022,France
OGC Nice,in,10.0,Ligue 1,2021,2021/2022,France
OGC Nice,in,8.5,Ligue 1,2021,2021/2022,France
OGC Nice,in,6.0,Ligue 1,2021,2021/2022,France
OGC Nice,in,5.5,Ligue 1,2021,2021/2022,France
OGC Nice,in,3.0,Ligue 1,2021,2021/2022,France
FC Metz,in,0.0,Ligue 1,2021,2021/2022,France
FC Metz,in,0.0,Ligue 1,2021,2021/2022,France
FC Metz,in,0.0,Ligue 1,2021,2021/2022,France
FC Metz,in,0.0,Ligue 1,2021,2021/2022,France
AS Saint-Étienne,in,0.3,Ligue 1,2021,2021/2022,France
FC Girondins Bordeaux,in,4.5,Ligue 1,2021,2021/2022,France
FC Girondins Bordeaux,in,2.0,Ligue 1,2021,2021/2022,France
FC Girondins Bordeaux,in,2.0,Ligue 1,2021,2021/2022,France
FC Girondins Bordeaux,in,0.3,Ligue 1,2021,2021/2022,France
FC Girondins Bordeaux,in,0.0,Ligue 1,2021,2021/2022,France
Angers SCO,in,1.3,Ligue 1,2021,2021/2022,France
Angers SCO,in,0.0,Ligue 1,2021,2021/2022,France
Stade Reims,in,4.0,Ligue 1,2021,2021/2022,France
Stade Reims,in,2.0,Ligue 1,2021,2021/2022,France
Stade Reims,in,0.0,Ligue 1,2021,2021/2022,France
Stade Reims,in,0.0,Ligue 1,2021,2021/2022,France
RC Strasbourg Alsace,in,1.5,Ligue 1,2021,2021/2022,France
RC Strasbourg Alsace,in,1.5,Ligue 1,2021,2021/2022,France
RC Strasbourg Alsace,in,0.0,Ligue 1,2021,2021/2022,France
RC Strasbourg Alsace,in,0.0,Ligue 1,2021,2021/2022,France
FC Lorient,in,3.5,Ligue 1,2021,2021/2022,France
FC Lorient,in,2.5,Ligue 1,2021,2021/2022,France
FC Lorient,in,0.0,Ligue 1,2021,2021/2022,France
Stade Brestois 29,in,5.0,Ligue 1,2021,2021/2022,France
Stade Brestois 29,in,2.0,Ligue 1,2021,2021/2022,France
Stade Brestois 29,in,1.5,Ligue 1,2021,2021/2022,France
Stade Brestois 29,in,1.0,Ligue 1,2021,2021/2022,France
Stade Brestois 29,in,0.0,Ligue 1,2021,2021/2022,France
Stade Brestois 29,in,0.0,Ligue 1,2021,2021/2022,France
FC Nantes,in,7.5,Ligue 1,2021,2021/2022,France
ESTAC Troyes,in,5.0,Ligue 1,2021,2021/2022,France
ESTAC Troyes,in,3.5,Ligue 1,2021,2021/2022,France
ESTAC Troyes,in,3.3,Ligue 1,2021,2021/2022,France
ESTAC Troyes,in,2.5,Ligue 1,2021,2021/2022,France
ESTAC Troyes,in,2.5,Ligue 1,2021,2021/2022,France
ESTAC Troyes,in,1.0,Ligue 1,2021,2021/2022,France
ESTAC Troyes,in,1.0,Ligue 1,2021,2021/2022,France
ESTAC Troyes,in,0.3,Ligue 1,2021,2021/2022,France
ESTAC Troyes,in,0.0,Ligue 1,2021,2021/2022,France
ESTAC Troyes,in,0.0,Ligue 1,2021,2021/2022,France
Clermont Foot 63,in,0.0,Ligue 1,2021,2021/2022,France
Clermont Foot 63,in,0.0,Ligue 1,2021,2021/2022,France
Clermont Foot 63,in,0.0,Ligue 1,2021,2021/2022,France
Clermont Foot 63,in,0.0,Ligue 1,2021,2021/2022,France
LOSC Lille,in,7.0,Ligue 1,2021,2021/2022,France
AS Monaco,in,11.0,Ligue 1,2021,2021/2022,France
Olympique Lyon,in,15.0,Ligue 1,2021,2021/2022,France
Olympique Lyon,in,1.42,Ligue 1,2021,2021/2022,France
Olympique Marseille,in,0.5,Ligue 1,2021,2021/2022,France
Olympique Marseille,in,0.0,Ligue 1,2021,2021/2022,France
Olympique Marseille,in,0.0,Ligue 1,2021,2021/2022,France
RC Lens,in,4.5,Ligue 1,2021,2021/2022,France
Montpellier HSC,in,0.0,Ligue 1,2021,2021/2022,France
OGC Nice,in,7.0,Ligue 1,2021,2021/2022,France
FC Metz,in,2.5,Ligue 1,2021,2021/2022,France
FC Metz,in,0.0,Ligue 1,2021,2021/2022,France
AS Saint-Étienne,in,0.3,Ligue 1,2021,2021/2022,France
FC Girondins Bordeaux,in,1.0,Ligue 1,2021,2021/2022,France
FC Girondins Bordeaux,in,0.0,Ligue 1,2021,2021/2022,France
Angers SCO,in,0.5,Ligue 1,2021,2021/2022,France
Stade Reims,in,10.0,Ligue 1,2021,2021/2022,France
RC Strasbourg Alsace,in,1.5,Ligue 1,2021,2021/2022,France
FC Lorient,in,4.0,Ligue 1,2021,2021/2022,France
FC Lorient,in,0.5,Ligue 1,2021,2021/2022,France
FC Lorient,in,0.0,Ligue 1,2021,2021/2022,France
Stade Brestois 29,in,0.0,Ligue 1,2021,2021/2022,France
ESTAC Troyes,in,2.7,Ligue 1,2021,2021/2022,France
ESTAC Troyes,in,0.0,Ligue 1,2021,2021/2022,France
Paris Saint-Germain,in,41.5,Ligue 1,2022,2022/2023,France
Paris Saint-Germain,in,38.0,Ligue 1,2022,2022/2023,France
Paris Saint-Germain,in,23.0,Ligue 1,2022,2022/2023,France
Paris Saint-Germain,in,18.0,Ligue 1,2022,2022/2023,France
Paris Saint-Germain,in,15.0,Ligue 1,2022,2022/2023,France
Paris Saint-Germain,in,12.0,Ligue 1,2022,2022/2023,France
Olympique Marseille,in,12.0,Ligue 1,2022,2022/2023,France
Olympique Marseille,in,11.0,Ligue 1,2022,2022/2023,France
Olympique Marseille,in,11.0,Ligue 1,2022,2022/2023,France
Olympique Marseille,in,10.0,Ligue 1,2022,2022/2023,France
Olympique Marseille,in,8.4,Ligue 1,2022,2022/2023,France
Olympique Marseille,in,8.0,Ligue 1,2022,2022/2023,France
Olympique Marseille,in,7.5,Ligue 1,2022,2022/2023,France
Olympique Marseille,in,5.5,Ligue 1,2022,2022/2023,France
Olympique Marseille,in,2.0,Ligue 1,2022,2022/2023,France
Olympique Marseille,in,0.0,Ligue 1,2022,2022/2023,France
Olympique Marseille,in,0.0,Ligue 1,2022,2022/2023,France
AS Monaco,in,15.0,Ligue 1,2022,2022/2023,France
AS Monaco,in,15.0,Ligue 1,2022,2022/2023,France
AS Monaco,in,12.5,Ligue 1,2022,2022/2023,France
AS Monaco,in,1.0,Ligue 1,2022,2022/2023,France
Stade Rennais FC,in,28.0,Ligue 1,2022,2022/2023,France
Stade Rennais FC,in,20.0,Ligue 1,2022,2022/2023,France
Stade Rennais FC,in,19.0,Ligue 1,2022,2022/2023,France
Stade Rennais FC,in,9.0,Ligue 1,2022,2022/2023,France
Stade Rennais FC,in,0.0,Ligue 1,2022,2022/2023,France
OGC Nice,in,22.0,Ligue 1,2022,2022/2023,France
OGC Nice,in,15.0,Ligue 1,2022,2022/2023,France
OGC Nice,in,13.0,Ligue 1,2022,2022/2023,France
OGC Nice,in,12.0,Ligue 1,2022,2022/2023,France
OGC Nice,in,5.0,Ligue 1,2022,2022/2023,France
OGC Nice,in,2.0,Ligue 1,2022,2022/2023,France
OGC Nice,in,1.0,Ligue 1,2022,2022/2023,France
OGC Nice,in,0.0,Ligue 1,2022,2022/2023,France
OGC Nice,in,0.0,Ligue 1,2022,2022/2023,France
RC Strasbourg Alsace,in,3.0,Ligue 1,2022,2022/2023,France
RC Strasbourg Alsace,in,1.5,Ligue 1,2022,2022/2023,France
RC Strasbourg Alsace,in,0.0,Ligue 1,2022,2022/2023,France
RC Lens,in,9.8,Ligue 1,2022,2022/2023,France
RC Lens,in,6.0,Ligue 1,2022,2022/2023,France
RC Lens,in,5.0,Ligue 1,2022,2022/2023,France
RC Lens,in,5.0,Ligue 1,2022,2022/2023,France
RC Lens,in,4.0,Ligue 1,2022,2022/2023,France
RC Lens,in,2.0,Ligue 1,2022,2022/2023,France
RC Lens,in,0.35,Ligue 1,2022,2022/2023,France
Olympique Lyon,in,4.25,Ligue 1,2022,2022/2023,France
Olympique Lyon,in,4.2,Ligue 1,2022,2022/2023,France
Olympique Lyon,in,1.0,Ligue 1,2022,2022/2023,France
Olympique Lyon,in,0.0,Ligue 1,2022,2022/2023,France
Olympique Lyon,in,0.0,Ligue 1,2022,2022/2023,France
Olympique Lyon,in,0.0,Ligue 1,2022,2022/2023,France
FC Nantes,in,4.4,Ligue 1,2022,2022/2023,France
FC Nantes,in,2.0,Ligue 1,2022,2022/2023,France
FC Nantes,in,0.25,Ligue 1,2022,2022/2023,France
LOSC Lille,in,14.0,Ligue 1,2022,2022/2023,France
LOSC Lille,in,4.0,Ligue 1,2022,2022/2023,France
LOSC Lille,in,3.0,Ligue 1,2022,2022/2023,France
LOSC Lille,in,3.0,Ligue 1,2022,2022/2023,France
LOSC Lille,in,2.0,Ligue 1,2022,2022/2023,France
LOSC Lille,in,0.0,Ligue 1,2022,2022/2023,France
LOSC Lille,in,0.0,Ligue 1,2022,2022/2023,France
LOSC Lille,in,0.0,Ligue 1,2022,2022/2023,France
LOSC Lille,in,0.0,Ligue 1,2022,2022/2023,France
Stade Brestois 29,in,2.7,Ligue 1,2022,2022/2023,France
Stade Brestois 29,in,2.3,Ligue 1,2022,2022/2023,France
Stade Brestois 29,in,0.35,Ligue 1,2022,2022/2023,France
Stade Brestois 29,in,0.0,Ligue 1,2022,2022/2023,France
Stade Brestois 29,in,0.0,Ligue 1,2022,2022/2023,France
Stade Brestois 29,in,0.0,Ligue 1,2022,2022/2023,France
Stade Reims,in,10.0,Ligue 1,2022,2022/2023,France
Stade Reims,in,3.5,Ligue 1,2022,2022/2023,France
Stade Reims,in,2.6,Ligue 1,2022,2022/2023,France
Stade Reims,in,0.5,Ligue 1,2022,2022/2023,France
Stade Reims,in,0.0,Ligue 1,2022,2022/2023,France
Montpellier HSC,in,1.0,Ligue 1,2022,2022/2023,France
Montpellier HSC,in,0.5,Ligue 1,2022,2022/2023,France
Montpellier HSC,in,0.0,Ligue 1,2022,2022/2023,France
Montpellier HSC,in,0.0,Ligue 1,2022,2022/2023,France
Montpellier HSC,in,0.0,Ligue 1,2022,2022/2023,France
Montpellier HSC,in,0.0,Ligue 1,2022,2022/2023,France
Angers SCO,in,2.2,Ligue 1,2022,2022/2023,France
Angers SCO,in,2.0,Ligue 1,2022,2022/2023,France
Angers SCO,in,1.5,Ligue 1,2022,2022/2023,France
Angers SCO,in,0.3,Ligue 1,2022,2022/2023,France
Angers SCO,in,0.0,Ligue 1,2022,2022/2023,France
Angers SCO,in,0.0,Ligue 1,2022,2022/2023,France
Angers SCO,in,0.0,Ligue 1,2022,2022/2023,France
Angers SCO,in,0.0,Ligue 1,2022,2022/2023,France
Angers SCO,in,0.0,Ligue 1,2022,2022/2023,France
Angers SCO,in,0.0,Ligue 1,2022,2022/2023,France
Angers SCO,in,0.0,Ligue 1,2022,2022/2023,France
ESTAC Troyes,in,6.5,Ligue 1,2022,2022/2023,France
ESTAC Troyes,in,3.5,Ligue 1,2022,2022/2023,France
ESTAC Troyes,in,3.0,Ligue 1,2022,2022/2023,France
ESTAC Troyes,in,3.0,Ligue 1,2022,2022/2023,France
ESTAC Troyes,in,1.5,Ligue 1,2022,2022/2023,France
ESTAC Troyes,in,0.0,Ligue 1,2022,2022/2023,France
FC Lorient,in,2.7,Ligue 1,2022,2022/2023,France
FC Lorient,in,1.5,Ligue 1,2022,2022/2023,France
FC Lorient,in,1.5,Ligue 1,2022,2022/2023,France
FC Lorient,in,0.0,Ligue 1,2022,2022/2023,France
FC Lorient,in,0.0,Ligue 1,2022,2022/2023,France
FC Lorient,in,0.0,Ligue 1,2022,2022/2023,France
Clermont Foot 63,in,1.3,Ligue 1,2022,2022/2023,France
Clermont Foot 63,in,1.0,Ligue 1,2022,2022/2023,France
Clermont Foot 63,in,0.0,Ligue 1,2022,2022/2023,France
Clermont Foot 63,in,0.0,Ligue 1,2022,2022/2023,France
Clermont Foot 63,in,0.0,Ligue 1,2022,2022/2023,France
Clermont Foot 63,in,0.0,Ligue 1,2022,2022/2023,France
Clermont Foot 63,in,0.0,Ligue 1,2022,2022/2023,France
Clermont Foot 63,in,0.0,Ligue 1,2022,2022/2023,France
FC Toulouse,in,4.1,Ligue 1,2022,2022/2023,France
FC Toulouse,in,2.5,Ligue 1,2022,2022/2023,France
FC Toulouse,in,2.0,Ligue 1,2022,2022/2023,France
FC Toulouse,in,1.5,Ligue 1,2022,2022/2023,France
FC Toulouse,in,0.3,Ligue 1,2022,2022/2023,France
AC Ajaccio,in,0.3,Ligue 1,2022,2022/2023,France
AC Ajaccio,in,0.0,Ligue 1,2022,2022/2023,France
AC Ajaccio,in,0.0,Ligue 1,2022,2022/2023,France
AC Ajaccio,in,0.0,Ligue 1,2022,2022/2023,France
AC Ajaccio,in,0.0,Ligue 1,2022,2022/2023,France
AC Ajaccio,in,0.0,Ligue 1,2022,2022/2023,France
AJ Auxerre,in,2.0,Ligue 1,2022,2022/2023,France
AJ Auxerre,in,1.75,Ligue 1,2022,2022/2023,France
AJ Auxerre,in,0.0,Ligue 1,2022,2022/2023,France
AJ Auxerre,in,0.0,Ligue 1,2022,2022/2023,France
AJ Auxerre,in,0.0,Ligue 1,2022,2022/2023,France
AJ Auxerre,in,0.0,Ligue 1,2022,2022/2023,France
AJ Auxerre,in,0.0,Ligue 1,2022,2022/2023,France
AJ Auxerre,in,0.0,Ligue 1,2022,2022/2023,France
Olympique Marseille,in,32.0,Ligue 1,2022,2022/2023,France
Olympique Marseille,in,8.0,Ligue 1,2022,2022/2023,France
Stade Rennais FC,in,3.0,Ligue 1,2022,2022/2023,France
Stade Rennais FC,in,1.5,Ligue 1,2022,2022/2023,France
OGC Nice,in,11.5,Ligue 1,2022,2022/2023,France
OGC Nice,in,2.5,Ligue 1,2022,2022/2023,France
RC Strasbourg Alsace,in,2.5,Ligue 1,2022,2022/2023,France
RC Strasbourg Alsace,in,0.0,Ligue 1,2022,2022/2023,France
RC Lens,in,3.9,Ligue 1,2022,2022/2023,France
RC Lens,in,2.3,Ligue 1,2022,2022/2023,France
Olympique Lyon,in,11.0,Ligue 1,2022,2022/2023,France
Olympique Lyon,in,10.0,Ligue 1,2022,2022/2023,France
Olympique Lyon,in,2.0,Ligue 1,2022,2022/2023,France
FC Nantes,in,1.5,Ligue 1,2022,2022/2023,France
FC Nantes,in,0.3,Ligue 1,2022,2022/2023,France
LOSC Lille,in,0.0,Ligue 1,2022,2022/2023,France
Stade Brestois 29,in,0.0,Ligue 1,2022,2022/2023,France
Montpellier HSC,in,6.0,Ligue 1,2022,2022/2023,France
Montpellier HSC,in,2.0,Ligue 1,2022,2022/2023,France
Montpellier HSC,in,0.0,Ligue 1,2022,2022/2023,France
ESTAC Troyes,in,2.6,Ligue 1,2022,2022/2023,France
FC Lorient,in,11.0,Ligue 1,2022,2022/2023,France
FC Lorient,in,7.0,Ligue 1,2022,2022/2023,France
FC Lorient,in,5.5,Ligue 1,2022,2022/2023,France
FC Lorient,in,1.0,Ligue 1,2022,2022/2023,France
FC Toulouse,in,2.5,Ligue 1,2022,2022/2023,France
FC Toulouse,in,0.6,Ligue 1,2022,2022/2023,France
FC Toulouse,in,0.0,Ligue 1,2022,2022/2023,France
